TIME,TAG,TAG_DESC,ALARM,ALARM_DESC,STATE
2018-03-13 15:19:15.1915,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:19:51.1951,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:22:51.2251,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:25:15.2515,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:25:51.2551,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:26:27.2627,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:27:03.273,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:27:39.2739,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:30:39.3039,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:31:15.3115,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:40:15.4015,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:40:51.4051,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:46:51.4651,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:47:27.4727,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 15:48:03.483,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 15:48:39.4839,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 16:51:39.5139,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 16:52:15.5215,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 17:38:27.3827,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 17:39:03.393,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 18:52:15.5215,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 18:52:51.5251,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 18:58:15.5815,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 18:58:51.5851,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 19:22:51.2251,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 19:23:27.2327,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 20:13:51.1351,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 20:14:27.1427,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 20:26:27.2627,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 20:27:03.273,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 20:41:27.4127,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 20:42:03.423,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 21:19:51.1951,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 21:20:27.2027,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 22:07:15.715,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 22:07:51.751,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 22:49:51.4951,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 22:50:27.5027,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 22:54:39.5439,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 22:55:15.5515,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:00:39.039,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-13 23:01:15.115,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-13 23:13:15.1315,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:13:51.1351,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:16:15.1615,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:16:51.1651,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:21:03.213,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:21:39.2139,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:23:27.2327,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:24:03.243,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:30:03.303,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:31:15.3115,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:32:27.3227,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:33:03.333,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:34:51.3451,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:36:03.363,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:42:03.423,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:42:39.4239,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:43:15.4315,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:45:03.453,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:49:51.4951,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:51:03.513,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:53:27.5327,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:55:15.5515,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:56:27.5627,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:57:03.573,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:57:39.5739,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-13 23:58:15.5815,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-13 23:59:27.5927,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:00:03.03,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:01:51.151,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:03:03.33,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:03:39.339,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:04:15.415,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:04:51.451,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:06:03.63,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:09:39.939,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:10:51.1051,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:12:03.123,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:12:39.1239,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:14:27.1427,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 00:16:51.1651,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:18:39.1839,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:20:27.2027,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:22:15.2215,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:27:03.273,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:28:15.2815,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:28:51.2851,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 00:31:15.3115,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:31:51.3151,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:34:15.3415,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:34:15.3415,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 00:34:51.3451,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:34:51.3451,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 00:37:51.3751,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 00:38:27.3827,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 00:54:39.5439,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 00:55:15.5515,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:01:15.115,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:01:51.151,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:04:15.415,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:04:51.451,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:05:27.527,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:06:03.63,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:08:27.827,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:09:03.93,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:09:39.939,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:10:15.1015,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:10:51.1051,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:11:27.1127,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:12:03.123,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:13:51.1351,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:15:39.1539,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:16:15.1615,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:18:39.1839,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:19:15.1915,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:27:39.2739,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:28:15.2815,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:32:27.3227,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:33:03.333,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:36:39.3639,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:38:27.3827,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:40:51.4051,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:42:03.423,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 01:45:39.4539,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 01:46:15.4615,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 03:54:03.543,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 03:54:39.5439,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 04:26:27.2627,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 04:27:03.273,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 05:45:39.4539,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 05:46:15.4615,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 06:41:27.4127,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 06:42:03.423,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 07:01:51.151,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 07:02:27.227,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 07:35:27.3527,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 07:36:03.363,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 08:46:51.4651,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 08:47:27.4727,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 08:48:03.483,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 08:48:39.4839,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:12:03.123,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:12:39.1239,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:18:39.1839,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:19:15.1915,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:22:15.2215,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:23:27.2327,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:25:15.2515,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:25:51.2551,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:26:27.2627,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:27:03.273,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:28:15.2815,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:28:51.2851,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:29:27.2927,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:30:03.303,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:34:15.3415,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:34:51.3451,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:36:39.3639,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:37:15.3715,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:39:03.393,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:40:15.4015,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:42:03.423,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:42:39.4239,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:44:27.4427,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:45:39.4539,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:48:39.4839,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:49:15.4915,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:51:39.5139,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:53:27.5327,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:55:51.5551,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 09:56:27.5627,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 09:59:27.5927,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:00:03.03,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:04:15.415,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:04:51.451,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:11:27.1127,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:12:03.123,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:12:39.1239,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:13:15.1315,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:13:51.1351,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 10:15:03.153,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:16:15.1615,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:18:03.183,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:19:15.1915,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:22:15.2215,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:22:51.2251,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:26:27.2627,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:27:03.273,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:27:39.2739,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:27:39.2739,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 10:28:15.2815,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:28:15.2815,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 10:28:51.2851,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 10:29:27.2927,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 10:30:03.303,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 10:31:51.3151,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:32:27.3227,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:35:27.3527,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:36:03.363,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 10:40:51.4051,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 10:41:27.4127,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 11:04:15.415,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:04:51.451,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:05:27.527,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:06:03.63,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:09:39.939,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:10:15.1015,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:14:27.1427,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:16:51.1651,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:18:03.183,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:18:39.1839,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:21:03.213,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:22:15.2215,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:23:27.2327,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:24:03.243,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:25:15.2515,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:25:51.2551,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:26:27.2627,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:27:39.2739,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:28:15.2815,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:29:27.2927,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:31:15.3115,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:31:51.3151,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:33:03.333,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:33:39.3339,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:36:39.3639,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:37:15.3715,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:48:03.483,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:48:39.4839,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:49:15.4915,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:49:51.4951,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 11:50:27.5027,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 11:51:03.513,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 12:07:15.715,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 12:07:51.751,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 12:14:27.1427,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 12:15:03.153,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 13:14:27.1427,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 13:15:03.153,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 13:42:03.423,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 13:42:39.4239,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 15:21:03.213,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 15:21:39.2139,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 16:24:39.2439,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 16:25:15.2515,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 17:03:03.33,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 17:03:39.339,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 17:36:39.3639,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 17:37:15.3715,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 18:36:39.3639,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 18:37:15.3715,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 18:40:51.4051,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 18:41:27.4127,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 19:01:15.115,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:01:51.151,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:10:15.1015,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:10:51.1051,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:11:27.1127,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:12:03.123,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:12:39.1239,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:13:15.1315,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:13:51.1351,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:14:27.1427,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:16:15.1615,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:16:51.1651,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:18:39.1839,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:19:51.1951,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:22:15.2215,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:22:51.2251,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:24:39.2439,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:25:15.2515,XMV-08,XMV-08,HIGH,HIGH,RTN
2018-03-14 19:28:15.2815,XMV-08,XMV-08,HIGH,HIGH,ALM
2018-03-14 19:28:51.2851,XMV-08,XMV-08,HIGH,HIGH,RTN
