TIME,TAG,TAG_DESC,ALARM,ALARM_DESC,STATE
2018-03-14 16:45:18.4518,XMV-05,XMV-05,LOW,LOW,ALM
2018-03-14 16:45:18.4518,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 16:45:18.4518,XMV-44,XMV-44,LOW,LOW,ALM
2018-03-14 16:45:18.4518,XMV-01,XMV-01,HIGH,HIGH,ALM
2018-03-14 16:45:18.4518,XMV-30,XMV-30,HIGH,HIGH,ALM
2018-03-14 16:45:18.4518,XMV-31,XMV-31,HIGH,HIGH,RTN
2018-03-14 16:45:54.4554,XMV-07,XMV-07,LOW,LOW,RTN
2018-03-14 16:45:54.4554,XMV-13,XMV-13,LOW,LOW,RTN
2018-03-14 16:45:54.4554,XMV-16,XMV-16,LOW,LOW,RTN
2018-03-14 16:45:54.4554,XMV-44,XMV-44,LOW,LOW,RTN
2018-03-14 16:45:54.4554,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 16:45:54.4554,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 16:45:54.4554,XMV-49,XMV-49,HIGH,HIGH,ALM
2018-03-14 16:46:30.4630,XMV-06,XMV-06,LOW,LOW,RTN
2018-03-14 16:46:30.4630,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 16:46:30.4630,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 16:46:30.4630,XMV-49,XMV-49,HIGH,HIGH,RTN
2018-03-14 16:47:06.476,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 16:47:06.476,XMV-07,XMV-07,HIGH,HIGH,ALM
2018-03-14 16:47:06.476,XMV-13,XMV-13,HIGH,HIGH,ALM
2018-03-14 16:47:06.476,XMV-16,XMV-16,HIGH,HIGH,ALM
2018-03-14 16:47:42.4742,XMV-05,XMV-05,LOW,LOW,RTN
2018-03-14 16:48:18.4818,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 16:48:54.4854,XMV-05,XMV-05,LOW,LOW,ALM
2018-03-14 16:48:54.4854,XMV-06,XMV-06,LOW,LOW,RTN
2018-03-14 16:49:30.4930,XMV-05,XMV-05,LOW,LOW,RTN
2018-03-14 16:55:30.5530,XMV-15,XMV-15,LOW,LOW,ALM
2018-03-14 16:55:30.5530,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 16:56:06.566,XMV-10,XMV-10,LOW,LOW,RTN
2018-03-14 16:56:06.566,XMV-15,XMV-15,LOW,LOW,RTN
2018-03-14 16:57:18.5718,XMV-23,XMV-23,LOW,LOW,RTN
2018-03-14 16:57:18.5718,XMV-30,XMV-30,HIGH,HIGH,RTN
2018-03-14 16:57:54.5754,XMV-22,XMV-22,LOW,LOW,RTN
2018-03-14 16:58:30.5830,XMV-20,XMV-20,LOW,LOW,RTN
2018-03-14 16:58:30.5830,XMV-22,XMV-22,LOW,LOW,ALM
2018-03-14 16:59:06.596,XMV-10,XMV-10,HIGH,HIGH,ALM
2018-03-14 16:59:42.5942,XMV-22,XMV-22,LOW,LOW,RTN
2018-03-14 17:02:42.242,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 17:03:18.318,XMV-29,XMV-29,LOW,LOW,RTN
2018-03-14 17:03:18.318,XMV-35,XMV-35,LOW,LOW,ALM
2018-03-14 17:03:54.354,XMV-06,XMV-06,HIGH,HIGH,ALM
2018-03-14 17:03:54.354,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 17:04:30.430,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 17:05:06.56,XMV-06,XMV-06,HIGH,HIGH,RTN
2018-03-14 17:05:06.56,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 17:05:42.542,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 17:06:18.618,XMV-09,XMV-09,LOW,LOW,ALM
2018-03-14 17:06:54.654,XMV-09,XMV-09,LOW,LOW,RTN
2018-03-14 17:08:42.842,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 17:11:06.116,XMV-15,XMV-15,LOW,LOW,ALM
2018-03-14 17:11:42.1142,XMV-15,XMV-15,LOW,LOW,RTN
2018-03-14 17:12:18.1218,XMV-22,XMV-22,LOW,LOW,ALM
2018-03-14 17:12:54.1254,XMV-09,XMV-09,LOW,LOW,ALM
2018-03-14 17:13:30.1330,XMV-22,XMV-22,LOW,LOW,RTN
2018-03-14 17:14:42.1442,XMV-09,XMV-09,LOW,LOW,RTN
2018-03-14 17:19:30.1930,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 17:19:30.1930,XMV-13,XMV-13,HIGH,HIGH,RTN
2018-03-14 17:19:30.1930,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 17:20:06.206,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 17:20:06.206,XMV-07,XMV-07,HIGH,HIGH,RTN
2018-03-14 17:20:06.206,XMV-16,XMV-16,HIGH,HIGH,RTN
2018-03-14 17:20:42.2042,XMV-09,XMV-09,LOW,LOW,ALM
2018-03-14 17:21:18.2118,XMV-09,XMV-09,LOW,LOW,RTN
2018-03-14 17:21:18.2118,XMV-35,XMV-35,LOW,LOW,RTN
2018-03-14 17:21:18.2118,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 17:21:54.2154,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 17:24:18.2418,XMV-11,XMV-11,LOW,LOW,RTN
2018-03-14 17:24:18.2418,XMV-03,XMV-03,HIGH,HIGH,ALM
2018-03-14 17:24:54.2454,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 17:24:54.2454,XMV-03,XMV-03,HIGH,HIGH,RTN
2018-03-14 17:26:06.266,XMV-13,XMV-13,LOW,LOW,ALM
2018-03-14 17:26:42.2642,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 17:27:18.2718,XMV-07,XMV-07,LOW,LOW,ALM
2018-03-14 17:27:18.2718,XMV-16,XMV-16,LOW,LOW,ALM
2018-03-14 17:29:42.2942,XMV-38,XMV-38,HIGH,HIGH,ALM
2018-03-14 17:30:18.3018,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 17:30:54.3054,XMV-18,XMV-18,LOW,LOW,RTN
2018-03-14 17:30:54.3054,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 17:32:06.326,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 17:32:42.3242,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 17:32:42.3242,XMV-12,XMV-12,HIGH,HIGH,ALM
2018-03-14 17:33:18.3318,XMV-12,XMV-12,HIGH,HIGH,RTN
2018-03-14 17:33:54.3354,XMV-03,XMV-03,HIGH,HIGH,ALM
2018-03-14 17:33:54.3354,XMV-12,XMV-12,HIGH,HIGH,ALM
2018-03-14 17:34:30.3430,XMV-03,XMV-03,HIGH,HIGH,RTN
2018-03-14 17:34:30.3430,XMV-12,XMV-12,HIGH,HIGH,RTN
2018-03-14 17:35:06.356,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 17:35:42.3542,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 17:35:42.3542,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 17:36:18.3618,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 17:36:54.3654,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 17:37:30.3730,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 17:37:30.3730,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 17:38:06.386,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 17:38:06.386,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 17:39:18.3918,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 17:39:54.3954,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 17:40:30.4030,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 17:41:06.416,XMV-01,XMV-01,HIGH,HIGH,RTN
2018-03-14 17:41:06.416,XMV-21,XMV-21,HIGH,HIGH,RTN
2018-03-14 17:44:42.4442,XMV-11,XMV-11,HIGH,HIGH,ALM
2018-03-14 17:44:42.4442,XMV-38,XMV-38,HIGH,HIGH,RTN
2018-03-14 17:45:18.4518,XMV-11,XMV-11,HIGH,HIGH,RTN
2018-03-14 17:45:54.4554,XMV-18,XMV-18,HIGH,HIGH,ALM
2018-03-14 17:47:06.476,XMV-18,XMV-18,HIGH,HIGH,RTN
2018-03-14 17:47:42.4742,XMV-18,XMV-18,HIGH,HIGH,ALM
2018-03-14 17:50:42.5042,XMV-11,XMV-11,HIGH,HIGH,ALM
2018-03-14 17:52:30.5230,XMV-10,XMV-10,HIGH,HIGH,RTN
2018-03-14 17:56:06.566,XMV-01,XMV-01,HIGH,HIGH,ALM
2018-03-14 17:56:42.5642,XMV-01,XMV-01,HIGH,HIGH,RTN
2018-03-14 17:57:54.5754,XMV-01,XMV-01,HIGH,HIGH,ALM
2018-03-14 17:58:30.5830,XMV-01,XMV-01,HIGH,HIGH,RTN
2018-03-14 17:59:06.596,XMV-09,XMV-09,HIGH,HIGH,ALM
2018-03-14 17:59:42.5942,XMV-09,XMV-09,HIGH,HIGH,RTN
2018-03-14 18:01:30.130,XMV-11,XMV-11,HIGH,HIGH,RTN
2018-03-14 18:02:06.26,XMV-11,XMV-11,HIGH,HIGH,ALM
2018-03-14 18:04:30.430,XMV-10,XMV-10,LOW,LOW,ALM
2018-03-14 18:06:54.654,XMV-01,XMV-01,HIGH,HIGH,ALM
2018-03-14 18:07:30.730,XMV-01,XMV-01,HIGH,HIGH,RTN
2018-03-14 18:08:42.842,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:09:18.918,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:09:18.918,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:09:54.954,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:09:54.954,XMV-11,XMV-11,HIGH,HIGH,RTN
2018-03-14 18:10:30.1030,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:11:06.116,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:11:42.1142,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:11:42.1142,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:12:18.1218,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:12:18.1218,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:12:54.1254,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:12:54.1254,XMV-11,XMV-11,HIGH,HIGH,ALM
2018-03-14 18:14:06.146,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:15:18.1518,XMV-11,XMV-11,HIGH,HIGH,RTN
2018-03-14 18:15:18.1518,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:15:54.1554,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:16:30.1630,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:17:06.176,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:17:42.1742,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:20:42.2042,XMV-13,XMV-13,LOW,LOW,RTN
2018-03-14 18:21:18.2118,XMV-13,XMV-13,LOW,LOW,ALM
2018-03-14 18:21:18.2118,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:21:54.2154,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:22:30.2230,XMV-13,XMV-13,LOW,LOW,RTN
2018-03-14 18:22:30.2230,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:23:06.236,XMV-07,XMV-07,LOW,LOW,RTN
2018-03-14 18:23:06.236,XMV-16,XMV-16,LOW,LOW,RTN
2018-03-14 18:23:06.236,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:24:18.2418,XMV-18,XMV-18,HIGH,HIGH,RTN
2018-03-14 18:24:18.2418,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:24:54.2454,XMV-18,XMV-18,HIGH,HIGH,ALM
2018-03-14 18:24:54.2454,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:25:30.2530,XMV-04,XMV-04,LOW,LOW,ALM
2018-03-14 18:25:30.2530,XMV-18,XMV-18,HIGH,HIGH,RTN
2018-03-14 18:26:06.266,XMV-04,XMV-04,LOW,LOW,RTN
2018-03-14 18:27:18.2718,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:27:54.2754,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:28:30.2830,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:29:06.296,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:33:54.3354,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:34:30.3430,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:38:06.386,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:39:18.3918,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:40:30.4030,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:41:06.416,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:41:42.4142,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:41:42.4142,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:42:18.4218,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 18:43:30.4330,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:44:06.446,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:44:06.446,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:44:42.4442,XMV-21,XMV-21,LOW,LOW,ALM
2018-03-14 18:44:42.4442,XMV-47,XMV-47,HIGH,HIGH,ALM
2018-03-14 18:45:18.4518,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 18:45:18.4518,XMV-47,XMV-47,HIGH,HIGH,RTN
2018-03-14 18:46:30.4630,XMV-21,XMV-21,LOW,LOW,RTN
2018-03-14 18:48:18.4818,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:48:54.4854,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 18:51:18.5118,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:51:54.5154,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 18:53:06.536,XMV-16,XMV-16,HIGH,HIGH,ALM
2018-03-14 18:53:06.536,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:53:42.5342,XMV-16,XMV-16,HIGH,HIGH,RTN
2018-03-14 18:54:18.5418,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 18:55:30.5530,XMV-07,XMV-07,HIGH,HIGH,ALM
2018-03-14 18:56:06.566,XMV-07,XMV-07,HIGH,HIGH,RTN
2018-03-14 18:56:06.566,XMV-13,XMV-13,HIGH,HIGH,ALM
2018-03-14 18:56:06.566,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:56:42.5642,XMV-07,XMV-07,HIGH,HIGH,ALM
2018-03-14 18:57:18.5718,XMV-07,XMV-07,HIGH,HIGH,RTN
2018-03-14 18:57:18.5718,XMV-13,XMV-13,HIGH,HIGH,RTN
2018-03-14 18:57:18.5718,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 18:58:30.5830,XMV-13,XMV-13,HIGH,HIGH,ALM
2018-03-14 18:59:06.596,XMV-13,XMV-13,HIGH,HIGH,RTN
2018-03-14 18:59:06.596,XMV-16,XMV-16,HIGH,HIGH,ALM
2018-03-14 18:59:06.596,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 18:59:42.5942,XMV-07,XMV-07,HIGH,HIGH,ALM
2018-03-14 18:59:42.5942,XMV-16,XMV-16,HIGH,HIGH,RTN
2018-03-14 18:59:42.5942,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:00:18.018,XMV-10,XMV-10,LOW,LOW,RTN
2018-03-14 19:00:18.018,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:01:30.130,XMV-16,XMV-16,HIGH,HIGH,ALM
2018-03-14 19:01:30.130,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:02:06.26,XMV-13,XMV-13,HIGH,HIGH,ALM
2018-03-14 19:02:06.26,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:03:18.318,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:05:06.56,XMV-13,XMV-13,HIGH,HIGH,RTN
2018-03-14 19:05:42.542,XMV-13,XMV-13,HIGH,HIGH,ALM
2018-03-14 19:05:42.542,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:06:18.618,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:06:54.654,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:07:30.730,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:08:06.86,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:08:42.842,XMV-06,XMV-06,HIGH,HIGH,ALM
2018-03-14 19:08:42.842,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:09:18.918,XMV-52,XMV-52,LOW,LOW,ALM
2018-03-14 19:09:18.918,XMV-06,XMV-06,HIGH,HIGH,RTN
2018-03-14 19:09:54.954,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:10:30.1030,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:11:06.116,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:11:42.1142,XMV-16,XMV-16,HIGH,HIGH,RTN
2018-03-14 19:11:42.1142,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:12:18.1218,XMV-16,XMV-16,HIGH,HIGH,ALM
2018-03-14 19:12:18.1218,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:12:54.1254,XMV-17,XMV-17,LOW,LOW,ALM
2018-03-14 19:13:30.1330,XMV-17,XMV-17,LOW,LOW,RTN
2018-03-14 19:13:30.1330,XMV-01,XMV-01,HIGH,HIGH,ALM
2018-03-14 19:13:30.1330,XMV-07,XMV-07,HIGH,HIGH,RTN
2018-03-14 19:13:30.1330,XMV-13,XMV-13,HIGH,HIGH,RTN
2018-03-14 19:14:06.146,XMV-01,XMV-01,HIGH,HIGH,RTN
2018-03-14 19:14:06.146,XMV-13,XMV-13,HIGH,HIGH,ALM
2018-03-14 19:14:06.146,XMV-16,XMV-16,HIGH,HIGH,RTN
2018-03-14 19:14:42.1442,XMV-01,XMV-01,LOW,LOW,ALM
2018-03-14 19:14:42.1442,XMV-13,XMV-13,HIGH,HIGH,RTN
2018-03-14 19:14:42.1442,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:15:18.1518,XMV-52,XMV-52,LOW,LOW,RTN
2018-03-14 19:15:18.1518,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:15:54.1554,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 19:15:54.1554,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:16:30.1630,XMV-09,XMV-09,LOW,LOW,ALM
2018-03-14 19:16:30.1630,XMV-20,XMV-20,HIGH,HIGH,ALM
2018-03-14 19:17:06.176,XMV-09,XMV-09,LOW,LOW,RTN
2018-03-14 19:17:06.176,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 19:17:06.176,XMV-21,XMV-21,HIGH,HIGH,ALM
2018-03-14 19:17:42.1742,XMV-07,XMV-07,LOW,LOW,ALM
2018-03-14 19:17:42.1742,XMV-16,XMV-16,LOW,LOW,ALM
2018-03-14 19:17:42.1742,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 19:17:42.1742,XMV-20,XMV-20,HIGH,HIGH,RTN
2018-03-14 19:18:18.1818,XMV-09,XMV-09,LOW,LOW,ALM
2018-03-14 19:18:18.1818,XMV-13,XMV-13,LOW,LOW,ALM
2018-03-14 19:19:30.1930,XMV-09,XMV-09,LOW,LOW,RTN
2018-03-14 19:19:30.1930,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 19:20:06.206,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 19:20:42.2042,XMV-42,XMV-42,LOW,LOW,ALM
2018-03-14 19:21:18.2118,XMV-42,XMV-42,LOW,LOW,RTN
2018-03-14 19:21:54.2154,XMV-47,XMV-47,LOW,LOW,RTN
2018-03-14 19:22:30.2230,XMV-47,XMV-47,LOW,LOW,ALM
2018-03-14 19:23:06.236,XMV-10,XMV-10,LOW,LOW,ALM
2018-03-14 19:23:42.2342,XMV-09,XMV-09,LOW,LOW,ALM
2018-03-14 19:24:18.2418,XMV-09,XMV-09,LOW,LOW,RTN
2018-03-14 19:24:54.2454,XMV-04,XMV-04,HIGH,HIGH,ALM
2018-03-14 19:25:30.2530,XMV-04,XMV-04,HIGH,HIGH,RTN
2018-03-14 19:26:06.266,XMV-20,XMV-20,LOW,LOW,ALM
2018-03-14 19:26:42.2642,XMV-20,XMV-20,LOW,LOW,RTN
2018-03-14 19:27:18.2718,XMV-20,XMV-20,LOW,LOW,ALM
2018-03-14 19:29:06.296,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 19:29:42.2942,XMV-06,XMV-06,LOW,LOW,RTN
2018-03-14 19:29:42.2942,XMV-22,XMV-22,LOW,LOW,ALM
2018-03-14 19:32:06.326,XMV-05,XMV-05,LOW,LOW,ALM
2018-03-14 19:32:06.326,XMV-22,XMV-22,LOW,LOW,RTN
2018-03-14 19:32:42.3242,XMV-05,XMV-05,LOW,LOW,RTN
2018-03-14 19:33:54.3354,XMV-05,XMV-05,LOW,LOW,ALM
2018-03-14 19:34:30.3430,XMV-05,XMV-05,LOW,LOW,RTN
2018-03-14 19:35:06.356,XMV-22,XMV-22,LOW,LOW,ALM
2018-03-14 19:35:42.3542,XMV-22,XMV-22,LOW,LOW,RTN
2018-03-14 19:36:18.3618,XMV-22,XMV-22,LOW,LOW,ALM
2018-03-14 19:36:54.3654,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 19:38:06.386,XMV-06,XMV-06,LOW,LOW,RTN
2018-03-14 19:38:42.3842,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 19:39:18.3918,XMV-06,XMV-06,LOW,LOW,RTN
2018-03-14 19:39:18.3918,XMV-23,XMV-23,LOW,LOW,ALM
2018-03-14 19:39:18.3918,XMV-29,XMV-29,LOW,LOW,ALM
2018-03-14 19:39:18.3918,XMV-71,XMV-71,LOW,LOW,ALM
2018-03-14 19:39:54.3954,XMV-05,XMV-05,LOW,LOW,ALM
2018-03-14 19:39:54.3954,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 19:40:30.4030,XMV-05,XMV-05,LOW,LOW,RTN
2018-03-14 19:43:30.4330,XMV-06,XMV-06,LOW,LOW,RTN
2018-03-14 19:43:30.4330,XMV-18,XMV-18,LOW,LOW,ALM
2018-03-14 19:44:06.446,XMV-06,XMV-06,LOW,LOW,ALM
2018-03-14 19:44:06.446,XMV-11,XMV-11,LOW,LOW,ALM
