TOUT,XMEAS01,XMEAS02,XMEAS03,XMEAS04,XMEAS05,XMEAS06,XMEAS07,XMEAS08,XMEAS09,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMEAS23,XMEAS24,XMEAS25,XMEAS26,XMEAS27,XMEAS28,XMEAS29,XMEAS30,XMEAS31,XMEAS32,XMEAS33,XMEAS34,XMEAS35,XMEAS36,XMEAS37,XMEAS38,XMEAS39,XMEAS40,XMEAS41,XMEAS42,XMEAS43,XMEAS44,XMEAS45,XMEAS46,XMEAS47,XMEAS48,XMEAS49,XMEAS50,XMEAS51,XMEAS52,XMEAS53,XMEAS54,XMEAS55,XMEAS56,XMEAS57,XMEAS58,XMEAS59,XMEAS60,XMEAS61,XMEAS62,XMEAS63,XMEAS64,XMEAS65,XMEAS66,XMEAS67,XMEAS68,XMEAS69,XMEAS70,XMEAS71,XMEAS72,XMEAS73
1546856378.18268,0.000839018833637237,3640.60954022897,4444.61029201389,9.25312942131796,32.1759217095877,47.4331336235029,2791.14797246286,63.9542824767216,122.870555557689,0.170928552689347,92.0702808923945,49.9805195874575,2696.56420140852,25.0245317296554,50.4970714306096,3321.54050087135,22.8889108058673,66.6146542125858,1.56672589331865,272.285962573343,102.601585448153,92.48884420237,32.1496517328533,14.8784917049868,18.8516948805069,5.99875776257265,16.6686702756563,4.05437841297992,32.6296761633793,21.7035622719829,13.2975011616905,0.895835584752025,16.1374011792979,5.39613141410102,6.67536112633277,3.26453109846362,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.9958179745078,45.0120589479804,44.992047098577,44.993002885282,35.0039241108298,80.6980301329707,39.9961658081412,33.3895630995652,99.9899983406067,0.00999999974737875,0,0,0,0,0,0.00999999974737875,0,99.9899983406067,0,0,0,0,0,0,99.9899983406067,0.00999999974737875,48.5,0.5,51,0,0,0
1546856414.18268,-1.25348925590515e-05,3646.70771789436,4446.27953775055,9.2596135074376,32.7187520752242,46.9095441713684,2791.39935773004,65.4040916717148,122.895350202856,0.167435435458192,92.1022762064358,49.6081742228238,2695.80798771509,25.4534374935223,50.9970285950889,3321.32889634768,22.8827186902486,66.6141452510219,1.55633441954851,272.093146835877,102.631674920737,92.3028337853587,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.9998615249991,44.9952817282081,45.0030355343223,44.9952262148261,34.993859384954,80.6948994359635,40.0036123737693,37.0574674241288,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856450.18268,-0.00050890291929245,3641.34360404267,4420.88223778778,9.27979011290819,31.8388181914455,46.8121211427398,2790.69262840396,65.7414739248712,122.885673042151,0.165678363211592,92.0998606144466,49.542480108011,2695.86777919481,25.2471388423541,47.7721817185035,3320.54320439629,22.8436297135399,66.6265625755225,0.316239519417286,271.60072794813,102.608308249039,92.1362241081877,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,45.0171853908896,45.0244456514716,45.0180116829276,44.996041444242,35.0134702381492,81.0044779853645,39.9957778534293,34.2354629436196,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856486.18268,-0.000589811503887176,3665.75582045107,4423.45217112265,9.29061184822102,32.2628940937538,47.5663750037811,2789.73437642889,64.5436128770676,122.884530000201,0.159657055000447,92.069051591947,48.9457768439163,2695.19252311227,25.271845698491,49.4178217279536,3319.89708367926,22.8649061187938,66.6379122348617,0.846445961296558,271.74400119631,102.607729309696,92.1186690566124,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,45.0088545975089,45.0055077108741,44.9917209896445,44.9852227053046,35.0036434730887,80.7297400856054,40.0009013447165,33.4926230896665,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856522.18268,-0.000986411082744598,3653.27668961552,4459.02522581709,9.21065665307724,32.2293917551743,47.4321743476521,2789.28792745126,66.0754615598493,122.873407858149,0.155261793771911,92.0723487889858,48.6310868416948,2694.29785986681,25.5357342701001,48.8994685023208,3319.58564384008,22.8550273775878,66.6368161543752,-2.14225595444441,271.457772472554,102.617407758086,92.1452356444533,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,45.0035043129325,45.003088029325,45.0056840595603,45.0092550501227,34.9854159912467,80.7136416333824,39.9758544048667,33.410207314066,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856558.18268,0.00183405171632767,3666.63572151633,4433.67198459508,9.233680270149,32.3910883347146,46.9782854581559,2788.70753374216,64.707799980019,122.872313938768,0.153103382471993,92.0468995367306,49.6750480429735,2693.97736594108,25.0828121603362,48.8101871605073,3318.87792192921,22.5801434791536,66.6449785656928,-0.543899230659008,271.153318351705,102.627766041987,91.9962880092653,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.9876752838492,44.9833890661597,45.0105087170005,45.0062937578559,35.0104060539603,80.5026975914248,40.0098965916038,33.2939993812589,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856594.18268,0.000917246067523956,3605.67825218079,4412.91943630205,9.18094302915175,32.1400127288672,46.8642562784919,2788.86372082844,65.3809314321792,122.892838782978,0.14876992316269,92.0504525639684,48.4391170439516,2692.98242675676,25.360783005017,48.9816889105201,3318.97812871505,22.9733173726427,66.6373265096138,0.467127008736134,271.147461591738,102.643125996523,91.9545198795016,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.9942079052329,45.0099612078071,44.9960339531302,45.0048028501868,34.9929219517112,80.4277565172784,40.0008386978507,33.0564677414857,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856630.18268,0.000533110249042511,3626.66636175884,4398.9558002688,9.3544662476562,32.2229061799092,47.1961809399564,2788.22424803521,65.6845344169323,122.874776211195,0.14404589428662,92.0155070195849,50.1230902577469,2692.76126562521,25.2856403823317,48.9208510744316,3318.19007365109,22.9037668262103,66.6275485313835,-0.418692664802074,271.170759866184,102.637177198332,91.9577337829064,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,45.0056121811271,45.0112460073829,45.0138814052939,45.0103091463447,35.0022223457694,80.7615257117158,39.9994142994285,33.6181152927689,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856666.18268,-0.00164115275144577,3630.39034217188,4448.70404198392,9.24515563339882,31.9714843994586,47.200059028416,2787.43997334816,65.6492315691239,122.872888745145,0.134882375440589,92.0055817821193,52.0619768164441,2692.56866669956,24.9513838933689,48.489912358646,3317.96751976091,22.8249991437554,66.6129366451774,1.34982978850603,270.822263116077,102.653668317898,91.855799819282,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.998239172399,45.0124282965064,45.004878757894,45.0025375780463,34.9997541221976,80.6786701101764,39.9928945621848,32.1561012808591,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856702.18268,-0.000582916438579559,3670.37077090653,4441.05237794001,9.12291154325374,32.1807739050604,47.0306515751563,2787.22456209148,64.9160889356994,122.879746385921,0.132257640701107,91.9703027546244,49.2816578705902,2692.61357735858,25.3295465566381,48.8350159413835,3317.08114756369,23.0121933116331,66.6299577821862,1.46936080008745,270.871279249286,102.657874409359,91.8020742781219,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,45.0035296711326,45.0049741968513,44.9824852356315,44.9953926214576,34.998553532064,80.8538993627333,40.0083263573051,36.6875073883321,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856738.18268,-0.000459006679058075,3647.11462855896,4478.36482933343,9.19594970098639,31.7101109295519,47.2209844581647,2787.10726062836,66.518711439145,122.8582385456,0.129117332922066,91.940892973017,49.3523881628728,2691.81816759024,25.3049875454118,48.6246656553719,3316.12862735556,23.1727211000141,66.6081821476866,0.286004991829395,270.829242760113,102.658420785815,91.7495674884926,32.2568113101633,14.6448629879219,18.8600735873793,5.91578240778196,16.530256332306,4.09983413921603,32.922190211896,21.7193088028734,13.4353337660391,1.10398657654947,16.3325503253183,5.39182310320486,6.61996284541417,3.26338074521073,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,45.0106431850791,44.9836969026923,44.9932517036796,45.0005905470252,35.0037737354636,80.498656530153,39.9894260773063,34.5145138295169,99.987634075582,-0.0054570930742193,-0.0188310638070107,-0.00471884399652481,0.00517424434423447,-0.148653466254473,0.00374345630407333,-0.0827105734788347,0.00940586894750595,99.9817038378119,-0.421793021261692,-0.0808970123529434,-0.142125405371189,0.0307060569524765,0.0201944932341576,0.0462424121797085,99.962147437036,-0.0406257685564924,48.8316583260894,0.425775274634361,51.1775796040893,-0.0373991884291172,0.299707852303982,0.0938636153936386
1546856774.18268,0.000571650516986847,3667.65609700303,4476.98076154534,9.23768038921114,32.0751588470392,47.3437399915497,2786.70161923778,65.0424645427239,122.890628487595,0.122395746055214,91.9285668156398,47.8483470907622,2691.31647597131,25.4535901716712,49.3105999059476,3316.17846632346,22.7991515326879,66.612370397329,0.0752165511250496,270.8145880787,102.654161962955,91.8685156615529,31.8183145669388,14.9468223470526,19.0282287480524,6.13039726250754,16.8596397871698,4.066319904537,32.3938392990315,21.847552518303,13.0528332906896,1.022505172259,16.2474184642301,5.41264067857231,6.66790589334866,3.30250175800892,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.9910233768821,45.006000007093,44.9816818222404,44.9916174063086,34.9823826870322,80.8386178618314,39.9934677681327,32.8382103899278,100.004651668966,0.00845136945019476,0.00597217410802841,-0.0109544244408607,0.00502875179052353,-0.059453446418047,0.0084148582816124,0.123829534248216,0.00115979045629501,99.9961298784614,-0.0817413702607155,0.152547964453697,-0.0742295160889626,-0.0115081459283829,-0.189924754202366,0.00681312903761864,100.280653677881,0.0713104191876482,48.2979306802154,0.617521032691002,50.9732586964965,-0.010721293836832,-0.331065692007542,-0.0243027359247208
1546856810.18268,0.00141840230226517,3636.63137685715,4460.68995094553,9.17357530419371,32.1461150469924,47.1996363326307,2786.08706554532,65.1401762976986,122.885819208445,0.119993834677475,91.9511910711224,50.6787384949701,2691.63868883621,25.3528921371196,50.2915099692625,3316.3979841678,22.9607464771923,66.6069031916998,1.15337554961443,270.604252609977,102.662069317411,91.8160680016168,31.8183145669388,14.9468223470526,19.0282287480524,6.13039726250754,16.8596397871698,4.066319904537,32.3938392990315,21.847552518303,13.0528332906896,1.022505172259,16.2474184642301,5.41264067857231,6.66790589334866,3.30250175800892,0.0107148709581566,0.574717471829245,0.186135857878831,53.7630976903944,43.9857233442386,44.994192007482,45.0060483679175,45.0075918468833,44.9985819658637,35.0011805900931,80.5737896973477,40.0074875339866,35.4124737210269,100.004651668966,0.00845136945019476,0.00597217410802841,-0.0109544244408607,0.00502875179052353,-0.059453446418047,0.0084148582816124,0.123829534248216,0.00115979045629501,99.9961298784614,-0.0817413702607155,0.152547964453697,-0.0742295160889626,-0.0115081459283829,-0.189924754202366,0.00681312903761864,100.280653677881,0.0713104191876482,48.2979306802154,0.617521032691002,50.9732586964965,-0.010721293836832,-0.331065692007542,-0.0243027359247208
