TOUT,x1_high,x2_high,x3_high,x6_high,x7_high,x8_high,x9_high,x21_high,x1_low,x2_low,x3_low,x6_low,x7_low,x8_low,x9_low,x21_low
1546691871.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546691907.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546691943.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546691979.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692015.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692051.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692087.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692123.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692159.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692195.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692231.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692267.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692303.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692339.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692375.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692411.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692447.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692483.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692519.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692555.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692591.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692627.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692663.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692699.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1546692735.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692771.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692807.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692843.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692879.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692915.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692951.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546692987.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693023.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693059.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693095.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693131.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693167.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693203.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693239.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693275.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693311.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693347.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693383.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693419.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693455.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693491.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693527.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693563.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693599.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693635.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693671.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693707.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693743.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693779.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693815.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693851.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693887.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693923.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693959.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546693995.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694031.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694067.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694103.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694139.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694175.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694211.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694247.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694283.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694319.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694355.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694391.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694427.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694463.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694499.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694535.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694571.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694607.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694643.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694679.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694715.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694751.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694787.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694823.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694859.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694895.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694931.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546694967.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695003.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695039.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695075.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695111.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695147.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695183.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695219.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695255.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695291.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695327.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695363.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695399.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695435.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695471.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695507.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695543.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695579.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695615.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695651.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695687.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695723.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695759.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695795.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695831.89324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1546695867.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695903.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695939.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546695975.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696011.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696047.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696083.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696119.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696155.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696191.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696227.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696263.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696299.89324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1546696335.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696371.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696407.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696443.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696479.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696515.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696551.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696587.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696623.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696659.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696695.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696731.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696767.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696803.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696839.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696875.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696911.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696947.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546696983.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697019.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697055.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697091.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697127.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697163.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697199.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697235.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697271.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697307.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697343.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697379.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697415.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697451.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697487.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697523.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697559.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697595.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697631.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697667.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697703.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697739.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697775.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697811.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697847.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697883.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697919.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697955.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546697991.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698027.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698063.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698099.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698135.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698171.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698207.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698243.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698279.89324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698315.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698351.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698387.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698423.89324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698459.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698495.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698531.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698567.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698603.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698639.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698675.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698711.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698747.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698783.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698819.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698855.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698891.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698927.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698963.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546698999.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699035.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699071.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699107.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699143.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699179.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699215.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699251.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699287.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699323.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699359.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699395.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699431.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699467.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699503.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699539.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699575.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699611.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699647.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699683.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699719.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699755.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699791.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699827.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699863.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699899.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699935.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546699971.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700007.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700043.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700079.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700115.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700151.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700187.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700223.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700259.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700295.89324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1546700331.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700367.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700403.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700439.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700475.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700511.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700547.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700583.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700619.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700655.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700691.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700727.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700763.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700799.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700835.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700871.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700907.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700943.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546700979.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701015.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701051.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701087.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701123.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701159.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701195.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701231.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701267.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701303.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701339.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701375.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701411.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701447.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701483.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701519.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701555.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701591.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701627.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701663.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701699.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701735.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701771.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701807.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701843.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701879.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701915.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701951.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546701987.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702023.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702059.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702095.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702131.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702167.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702203.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702239.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702275.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702311.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702347.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702383.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702419.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702455.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702491.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702527.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702563.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702599.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702635.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702671.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702707.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702743.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702779.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702815.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702851.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702887.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702923.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702959.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546702995.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703031.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703067.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703103.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703139.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703175.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703211.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703247.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703283.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703319.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703355.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703391.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546703427.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
